laptop_id;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight_kg;Price_euros;id_shop;id_constructors
139;Lenovo;V110-15IAP (N3350/4GB/1TB/No;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;1TB HDD;Intel HD Graphics 500;No OS;1.9;252.36;12;37
140;Asus;FX753VD-GC086T (i5-7300HQ/8GB/1TB;Gaming;17.3;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3;938.00;10;14
141;Lenovo;IdeaPad 320-15IKBN;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 920MX;No OS;2.2;499.00;21;24
142;HP;Envy 13-AD007nv;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32;699.00;2;12
143;Acer;Aspire 5;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4GB;1TB HDD;Nvidia GeForce MX130;Windows 10;3;655.00;18;7
144;Lenovo;ThinkPad E480;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;AMD Radeon RX 550;Windows 10;1.75;1116.02;30;7
145;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050M;No OS;2.4;869.00;36;31
146;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1;602.00;30;12
147;HP;255 G6;Notebook;15.6;1366x768;AMD A6-Series 9220 2.5GHz;4GB;256GB SSD;AMD Radeon R4 Graphics;Windows 10;1.86;369.00;7;37
148;Asus;ZenBook UX430UA;Ultrabook;14;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.25;1099.00;31;33
149;HP;EliteBook Folio;Ultrabook;12.5;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core M 6Y75 1.2GHz;8GB;512GB SSD;Intel HD Graphics 515;Windows 10;0.97;2014.00;7;25
150;Asus;X541NA (N3350/4GB/1TB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4GB;1TB HDD;Intel HD Graphics 500;Windows 10;2;344.00;9;15
151;MSI;GE72MVR 7RG;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9;2029.00;33;8
152;Acer;Aspire A315-51;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.1;447.00;23;10
153;Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.56;1249.26;19;26
154;Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1.0TB Hybrid;Nvidia GeForce GTX 1050;Windows 10;2.62;899.00;38;31
155;Lenovo;V110-15IKB (i5-7200U/4GB/128GB/W10);Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.9;498.00;30;17
156;MSI;GE73VR 7RE;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.8;1890.00;12;30
157;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i5 7500U 2.7GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.48;1082.00;2;2
158;HP;15-BS103nv (i5-8250U/6GB/256GB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;6GB;256GB SSD;AMD Radeon 520;Windows 10;1.91;619.00;1;3
159;Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.74;629.00;21;22
160;Asus;ZenBook Flip;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.1;1315.00;33;28
161;Dell;Inspiron 5579;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.56;1049.00;9;11
163;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i3 6006U 2.2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1;447.00;38;28
164;Asus;X555BP-XX180T (A9-9420/4GB/1TB/Radeon;Notebook;15.6;1366x768;AMD A9-Series 9420 3GHz;4GB;1TB HDD;AMD Radeon R5 M420;Windows 10;2.03;403.00;17;14
165;Acer;Aspire A517-51G;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;256GB SSD;Nvidia GeForce MX150;Windows 10;3;805.00;37;8
166;Dell;Inspiron 3576;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;AMD Radeon 520;Windows 10;2.13;728.00;35;10
167;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5;1079.00;28;22
168;Acer;Aspire A315-31;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;1TB HDD;Intel HD Graphics 500;Windows 10;2.1;348.00;12;22
169;MSI;GE63VR 7RE;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.4;1799.00;15;6
170;Acer;Aspire 3;Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;1TB HDD;Intel HD Graphics 505;Windows 10;2.1;363.51;19;2
171;Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.56;1060.49;16;8
172;Acer;Aspire A517-51G;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce MX150;Windows 10;3;854.00;15;20
173;HP;ProBook 430;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;500GB HDD;Intel UHD Graphics 620;Windows 10;1.49;754.00;14;25
174;Huawei;MateBook X;Ultrabook;13;IPS Panel Full HD 2160x1440;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.05;1349.00;27;10
175;HP;17-bs001nv (i5-7200U/6GB/2TB/Radeon;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6GB;2TB HDD;AMD Radeon 520;Windows 10;2.71;699.00;2;4
176;Lenovo;IdeaPad 320-15AST;Notebook;15.6;1366x768;AMD A6-Series 9220 2.9GHz;4GB;500GB HDD;AMD Radeon R4 Graphics;No OS;2.2;309.00;25;5
177;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2;489.00;33;26
178;HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.5;923.00;33;18
179;Dell;Inspiron 3567;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;459.00;26;24
180;Acer;Aspire A315-51;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.1;449.00;11;5
181;MSI;GT80S 6QF-074US;Gaming;18.4;Full HD 1920x1080;Intel Core i7 6920HQ 2.9GHz;32GB;512GB SSD +  1TB HDD;Nvidia GTX 980 SLI;Windows 10;4.4;2799.00;33;22
182;Lenovo;V310-15IKB (i5-7200U/8GB/1TB;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD +  1TB HDD;AMD R17M-M1-70;Windows 10;1.90;813.00;18;2
183;HP;Spectre x360;2 in 1 Convertible;13.3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.29;1499.00;8;6
184;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;256GB SSD +  2TB HDD;AMD Radeon 530;Linux;2.02;1049.00;7;4
185;Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.23;1399.00;3;34
186;Lenovo;Yoga 920-13IKB;2 in 1 Convertible;13.9;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.4;1849.00;12;34
187;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;2.0;793.00;5;26
188;Xiaomi;Mi Notebook;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce MX150;No OS;1.95;1199.00;7;5
189;Dell;Inspiron 7773;Notebook;17.3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Nvidia GeForce 150MX;Windows 10;2.77;1549.00;29;22
190;Dell;XPS 15;Notebook;15.6;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06;2397.00;8;26
191;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;No OS;2.4;779.00;28;36
192;Acer;Swift 7;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7Y54 1.2GHz;8GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.12;989.00;36;20
193;Dell;Inspiron 5770;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.8;1085.00;8;12
194;Lenovo;Thinkpad Yoga;2 in 1 Convertible;14;Touchscreen 2560x1440;Intel Core i7 7500U 2.7GHz;16GB;1TB SSD;Intel HD Graphics 620;Windows 10;1.42;2824.00;15;34
195;Vero;K147 (N3350/4GB/32GB/FHD/W10);Notebook;14;IPS Panel Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.3;260.00;34;24
196;Xiaomi;Mi Notebook;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce MX150;No OS;1.3;999.90;11;33
197;Lenovo;IdeaPad 320-17IKBR;Notebook;17.3;1600x900;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Nvidia GeForce MX150;No OS;2.8;698.00;8;16
198;Dell;Inspiron 5379;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;1TB HDD;Intel UHD Graphics 620;Windows 10;1.62;839.00;34;11
199;HP;ProBook 470;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.5;914.00;5;28
200;Razer;Blade Pro;Gaming;17.3;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7820HK 2.9GHz;32GB;1TB SSD;Nvidia GeForce GTX 1080;Windows 10;3.49;6099.00;32;21
201;HP;ProBook 430;Notebook;13.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.49;959.00;30;28
202;HP;Omen 17-W295;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3.35;1379.00;35;32
203;HP;Probook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Nvidia GeForce 930MX ;Windows 10;2.5;1045.00;7;19
204;Dell;Inspiron 7577;Gaming;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.65;1845.00;24;22
205;Lenovo;V110-15ISK (i5-6200U/4GB/128GB/W10);Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.1;493.00;8;20
206;Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23;742.00;5;4
207;Lenovo;Legion Y720-15IKB;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2;1749.00;34;30
208;Dell;Precision 7520;Workstation;15.6;4K Ultra HD 3840x2160;Intel Xeon E3-1505M V6 3GHz;16GB;256GB SSD +  1TB HDD;Nvidia Quadro M1200;Windows 10;2.8;3055.00;1;23
209;Lenovo;Legion Y520-15IKBN;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1060;No OS;2.4;1398.00;23;37
210;Dell;Inspiron 3567;Notebook;15.6;Touchscreen 1366x768;Intel Core i3 7100U 2.4GHz;6GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;439.00;27;29
211;Dell;XPS 13;Ultrabook;13.3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.21;1949.00;7;31
212;Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.2;1449.00;23;29
213;Lenovo;IdeaPad 320-15IKBN;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.2;597.00;14;3
215;Acer;Aspire 7;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Linux;2.4;779.00;38;30
216;Asus;ROG GL703VD-GC028T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.9;1407.00;36;29
217;HP;15-bs018nq (i3-6006U/4GB/500GB/FHD/No;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;2.1;349.00;24;7
218;Lenovo;IdeaPad 320-15IKBN;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;No OS;2.2;549.00;21;5
219;Huawei;MateBook X;Ultrabook;13;IPS Panel Full HD 2160x1440;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.05;1499.00;25;23
220;Dell;Inspiron 5370;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;AMD Radeon 530;Windows 10;1.4;931.88;17;14
221;Lenovo;IdeaPad 320-17IKB;Notebook;17.3;1600x900;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 940MX;No OS;2.8;589.00;1;3
222;HP;Probook 440;Notebook;14;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.63;1031.00;7;19
223;Dell;Latitude 5490;Ultrabook;14;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.6;1149.00;26;6
224;Dell;Inspiron 5379;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.62;1279.00;5;26
225;Dell;Inspiron 3576;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;AMD Radeon 520;Linux;2.2;677.35;1;29
226;Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.74;899.00;21;33
227;Toshiba;Portege Z30-C-16L;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.2;1363.00;24;4
228;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;1TB HDD;Intel UHD Graphics 620;Windows 10;2.1;794.00;28;29
229;Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.42;2456.34;31;13
230;Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.2;832.00;20;17
231;Dell;Inspiron 5567;Notebook;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;1TB HDD;AMD Radeon R7 M445;Windows 10;2.3;859.01;25;36
232;Asus;Vivobook X541UV-DM1217T;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce 920MX ;Windows 10;2;769.00;11;16
233;Asus;K756UX-T4340T (i5-7200U/8GB/500GB;Notebook;17.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD +  500GB HDD;Nvidia GeForce GTX 950M;Windows 10;2.69;891.00;22;31
234;HP;ZBook 15u;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;AMD FirePro W4190M ;Windows 10;1.9;1269.00;6;36
235;Asus;Pro P2540UA-XO0198T;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.37;398.99;20;3
236;HP;15-rb013nv (E2-9000e/4GB/500GB/W10);Notebook;15.6;1366x768;AMD E-Series 9000e 1.5GHz;4GB;500GB HDD;AMD Radeon R2;Windows 10;2.1;330.00;18;21
237;Lenovo;Legion Y720-15IKB;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2;1499.00;31;10
238;Dell;Vostro 5468;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;859.00;30;32
239;Acer;Aspire R7;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.6;689.00;7;27
240;Dell;Inspiron 5567;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;AMD Radeon R7 M445;Linux;2.36;899.00;3;1
241;Acer;Aspire A315-51;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Intel HD Graphics 520;Linux;2.1;390.00;13;16
242;Asus;X555QG-DM242T (A10-9620P/4GB/1TB;Notebook;15.6;Full HD 1920x1080;AMD A10-Series A10-9620P 2.5GHz;4GB;128GB SSD +  1TB HDD;AMD Radeon R5 M430;Windows 10;2.2;575.00;33;4
243;Asus;ROG G703VI-E5062T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;32GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1080;Windows 10;4.7;3890.00;29;31
244;Acer;Nitro AN515-51;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.5;846.00;27;9
245;Lenovo;IdeaPad 320-15ISK;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;8GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.2;589.00;14;8
246;Asus;VivoBook Pro;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce 150MX;Windows 10;2.1;1145.00;4;12
247;Asus;F756UX-T4201D (i7-7500U/8GB/128GB;Notebook;17.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 950M;No OS;2.69;889.00;8;24
248;Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.56;879.00;21;6
249;Lenovo;Yoga 910-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.38;1079.00;22;13
250;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2.2;985.00;38;6
251;HP;15-bs015dx (i5-7200U/8GB/1TB/W10);Notebook;15.6;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.04;559.00;23;26
252;Asus;Rog G701VIK-BA060T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16GB;256GB SSD;Nvidia GeForce GTX 1080;Windows 10;3.6;2999.00;22;30
253;HP;ProBook 430;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;500GB HDD;Intel UHD Graphics 620;Windows 10;1.49;675.00;2;8
254;Apple;MacBook Pro;Ultrabook;13.3;IPS Panel Retina Display 2560x1600;Intel Core i5 3.1GHz;8GB;512GB SSD;Intel Iris Plus Graphics 650;macOS;1.37;2040.00;8;26
255;Dell;Inspiron 5579;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;1TB HDD;Intel UHD Graphics 620;Windows 10;2.08;819.00;14;29
256;Asus;ROG G752VSK-GC493T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3;1799.00;12;13
257;Asus;X505BP-BR019T (A9-9420/4GB/1TB/Radeon;Notebook;15.6;1366x768;AMD A9-Series 9420 3GHz;4GB;1TB HDD;AMD Radeon R5 M420;Windows 10;1.68;469.00;38;30
258;Lenovo;Yoga 920-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.37;1849.00;30;18
259;Acer;Aspire 5;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4GB;256GB SSD;Nvidia GeForce MX130;Windows 10;3;702.00;22;34
260;Dell;Vostro 5370;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.41;949.00;29;20
261;HP;15-BW094nd (A6-9220/8GB/128GB/W10);Notebook;15.6;1366x768;AMD A6-Series A6-9220 2.5GHz;8GB;128GB SSD;AMD Radeon R4 Graphics;Windows 10;1.91;445.90;26;29
262;HP;Envy 17-U275cl;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;1TB HDD;Nvidia GeForce MX150;Windows 10;2.9;1059.00;26;8
263;MSI;GT73EVR 7RE;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.14;2499.00;27;33
264;Lenovo;Yoga 720-15IKB;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;512GB SSD;Nvidia GeForce GTX 1050M;Windows 10;2;1699.00;29;5
265;Dell;Inspiron 5770;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.8;1142.00;35;37
266;Lenovo;IdeaPad 320-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;256GB SSD;Intel HD Graphics 520;No OS;2.2;444.00;5;34
267;HP;ProBook 450;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.1;722.00;7;14
268;Dell;Vostro 3568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.18;657.00;2;31
269;Dell;Inspiron 3567;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;AMD Radeon R5 M430;Windows 10;2.24;565.00;15;5
270;Dell;Inspiron 5579;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;2.67;799.00;12;3
271;Asus;ZenBook Flip;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;512GB SSD +  512GB SSD;Intel UHD Graphics 620;Windows 10;1.1;1499.00;38;27
272;Lenovo;IdeaPad 320-15IKBN;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Intel HD Graphics 620;No OS;2.2;467.00;38;21
273;HP;Probook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;1TB HDD;Nvidia GeForce 930MX ;Windows 10;2.5;1018.00;20;6
